gene	chromosome	start	end	strand	length
tetur01g10650	chromosome_1	2317221	2325345	+	8125
tetur01g10660	chromosome_1	2319010	2319510	-	501
tetur01g10670	chromosome_1	2319595	2325196	+	5602
tetur01g10680	chromosome_1	2326053	2327584	-	1532
tetur01g10690	chromosome_1	2327938	2332596	+	4659
tetur01g91103	chromosome_1	2334430	2342026	+	7597
tetur01g16524	chromosome_1	2337855	2339094	-	1240
tetur01g10700	chromosome_1	2342206	2343786	-	1581
tetur01g91104	chromosome_1	2360735	2360917	-	183
tetur01g10720	chromosome_1	2374046	2376289	+	2244
tetur01g10730	chromosome_1	2377438	2379699	+	2262
tetur01g16371	chromosome_1	2379436	2381901	-	2466
tetur01g10740	chromosome_1	2383885	2385615	+	1731
tetur01g10760	chromosome_1	2383885	2389765	-	5881
tetur01g10750	chromosome_1	2386601	2388245	+	1645
tetur01g10770	chromosome_1	2392132	2404797	+	12666
tetur01g16714	chromosome_1	2396750	2398063	-	1314
tetur01g10780	chromosome_1	2401489	2401832	-	344
tetur01g10800	chromosome_1	2405180	2407132	+	1953
tetur01g10810	chromosome_1	2408554	2410230	+	1677
tetur01g10820	chromosome_1	2410891	2412630	+	1740
tetur01g10830	chromosome_1	2413470	2415158	+	1689
tetur01g10840	chromosome_1	2416772	2417264	-	493
tetur01g10850	chromosome_1	2420768	2448302	-	27535
tetur01g10860	chromosome_1	2429483	2430573	+	1091
tetur01g10880	chromosome_1	2437106	2448302	-	11197
tetur01g10890	chromosome_1	2448970	2449119	+	150
tetur01g10900	chromosome_1	2451624	2452925	+	1302
tetur01g10910	chromosome_1	2460452	2460592	-	141
tetur01g10930	chromosome_1	2461909	2465237	+	3329
tetur01g10950	chromosome_1	2473416	2480029	-	6614
tetur01g16525	chromosome_1	2474518	2475828	-	1311
tetur01g16526	chromosome_1	2476437	2476745	+	309
tetur01g10960	chromosome_1	2481369	2483818	-	2450
tetur01g10970	chromosome_1	2483986	2485070	+	1085
tetur01g10980	chromosome_1	2485692	2487313	-	1622
tetur01g10990	chromosome_1	2511075	2511169	+	95
tetur01g11000	chromosome_1	2511251	2511448	-	198
tetur01g11010	chromosome_1	2513660	2515928	+	2269
tetur01g11020	chromosome_1	2520349	2520790	-	442
tetur01g11030	chromosome_1	2522052	2532434	+	10383
tetur01g11040	chromosome_1	2533233	2540245	-	7013
tetur01g11050	chromosome_1	2537991	2540222	-	2232
tetur01g91106	chromosome_1	2543853	2544686	-	834
tetur01g11060	chromosome_1	2547353	2549611	+	2259
tetur01g11070	chromosome_1	2549794	2551525	-	1732
tetur01g11080	chromosome_1	2551748	2552124	+	377
tetur01g11090	chromosome_1	2559185	2560123	+	939
tetur01g11100	chromosome_1	2560654	2567029	-	6376
tetur01g11110	chromosome_1	2568183	2568910	+	728
tetur01g91107	chromosome_1	2568237	2568395	+	159
tetur01g11120	chromosome_1	2570069	2570329	+	261
tetur01g11130	chromosome_1	2572543	2574090	-	1548
tetur01g11140	chromosome_1	2574522	2575330	+	809
tetur01g91108	chromosome_1	2576181	2577263	+	1083
tetur01g11150	chromosome_1	2576359	2578061	-	1703
tetur01g11160	chromosome_1	2578136	2580559	+	2424
tetur01g11170	chromosome_1	2580733	2584270	+	3538
tetur01g11180	chromosome_1	2586749	2588194	+	1446
tetur01g11200	chromosome_1	2588326	2590701	-	2376
tetur01g11210	chromosome_1	2591497	2594607	+	3111
tetur01g11220	chromosome_1	2596902	2600290	+	3389
tetur01g11240	chromosome_1	2603340	2604168	+	829
tetur01g11260	chromosome_1	2604562	2608817	-	4256
tetur01g11270	chromosome_1	2609368	2611082	+	1715
tetur01g91110	chromosome_1	2611586	2611759	-	174
tetur01g11280	chromosome_1	2613043	2613608	-	566
tetur01g11290	chromosome_1	2613840	2615534	+	1695
tetur01g11300	chromosome_1	2616278	2619706	+	3429
tetur01g91111	chromosome_1	2620510	2620855	-	346
tetur01g11310	chromosome_1	2621686	2623812	-	2127
tetur01g11320	chromosome_1	2629539	2631548	-	2010
tetur01g11330	chromosome_1	2631924	2633621	-	1698
tetur01g11340	chromosome_1	2634738	2637134	-	2397
tetur01g11350	chromosome_1	2637398	2640696	+	3299
tetur01g11360	chromosome_1	2640990	2642598	+	1609
tetur01g11370	chromosome_1	2643163	2645316	+	2154
tetur01g11380	chromosome_1	2649399	2649547	+	149
tetur01g11390	chromosome_1	2653588	2655187	-	1600
tetur01g91112	chromosome_1	2657749	2658054	+	306
tetur01g11400	chromosome_1	2665705	2666931	+	1227
tetur01g11410	chromosome_1	2668727	2668900	-	174
tetur01g11420	chromosome_1	2670130	2671140	+	1011
tetur01g91113	chromosome_1	2672215	2672379	+	165
tetur01g11430	chromosome_1	2672879	2674095	+	1217
tetur01g11440	chromosome_1	2677406	2677807	-	402
tetur01g11450	chromosome_1	2683467	2684355	+	889
tetur01g11460	chromosome_1	2685595	2687202	+	1608
tetur01g91114	chromosome_1	2687816	2688028	-	213
tetur01g91115	chromosome_1	2691720	2692186	+	467
tetur01g11470	chromosome_1	2694460	2695371	+	912
tetur01g11480	chromosome_1	2698041	2701892	+	3852
tetur01g11490	chromosome_1	2702151	2703476	+	1326
tetur01g11500	chromosome_1	2702799	2703103	-	305
tetur01g91116	chromosome_1	2703876	2704043	+	168
tetur01g11510	chromosome_1	2704543	2705220	+	678
tetur01g11520	chromosome_1	2705202	2705655	-	454
tetur01g11530	chromosome_1	2706241	2706604	-	364
tetur01g11540	chromosome_1	2715909	2716834	+	926
tetur01g11550	chromosome_1	2718432	2719237	-	806
tetur01g11560	chromosome_1	2721162	2721690	-	529
tetur01g11570	chromosome_1	2722166	2754016	+	31851
tetur01g16528	chromosome_1	2738600	2740223	-	1624
tetur01g11580	chromosome_1	2757515	2758659	-	1145
tetur01g11600	chromosome_1	2764115	2766452	+	2338
tetur01g11610	chromosome_1	2766968	2768234	-	1267
tetur01g11620	chromosome_1	2768831	2771027	+	2197
tetur01g11630	chromosome_1	2772548	2786170	+	13623
tetur01g16529	chromosome_1	2779350	2783805	-	4456
tetur01g11660	chromosome_1	2786438	2787398	+	961
tetur01g11670	chromosome_1	2787398	2788576	-	1179
tetur01g11680	chromosome_1	2789299	2791057	+	1759
tetur01g11690	chromosome_1	2792056	2792349	+	294
tetur01g11700	chromosome_1	2794806	2795580	-	775
tetur01g11710	chromosome_1	2803579	2803789	+	211
tetur01g11720	chromosome_1	2805614	2806096	-	483
tetur01g11730	chromosome_1	2810798	2811437	-	640
tetur01g11740	chromosome_1	2814942	2816428	+	1487
tetur01g11760	chromosome_1	2818203	2844451	-	26249
tetur01g91117	chromosome_1	2854833	2855242	-	410
tetur01g11770	chromosome_1	2859881	2862695	+	2815
tetur01g91118	chromosome_1	2864440	2864860	-	421
tetur01g11780	chromosome_1	2867758	2869035	-	1278
tetur01g92860	chromosome_1	2870238	2871531	-	1294
tetur01g11790	chromosome_1	2871877	2876020	-	4144
tetur01g11810	chromosome_1	2877316	2879250	+	1935
tetur01g17294	chromosome_1	2879360	2880998	+	1639
tetur01g91119	chromosome_1	2881740	2881910	+	171
tetur01g11830	chromosome_1	2881778	2882026	-	249
tetur01g11840	chromosome_1	2883149	2883397	-	249
tetur01g11850	chromosome_1	2884863	2885111	-	249
tetur01g11870	chromosome_1	2886448	2887839	+	1392
tetur01g91121	chromosome_1	2887051	2887894	-	844
tetur01g11880	chromosome_1	2888841	2889089	-	249
tetur01g11890	chromosome_1	2889747	2890240	-	494
tetur01g91122	chromosome_1	2890289	2890441	+	153
tetur01g11900	chromosome_1	2891334	2894092	+	2759
tetur01g11910	chromosome_1	2894283	2895964	-	1682
tetur01g11920	chromosome_1	2898533	2899897	-	1365
tetur01g11930	chromosome_1	2901025	2901810	-	786
tetur01g11940	chromosome_1	2901970	2904984	+	3015
tetur01g91123	chromosome_1	2907675	2907942	+	268
tetur01g11950	chromosome_1	2913035	2918343	-	5309
tetur01g11960	chromosome_1	2917686	2918113	-	428
tetur01g11970	chromosome_1	2919143	2919272	+	130
tetur01g92900	chromosome_1	2922203	2924410	-	2208
tetur01g91124	chromosome_1	2922582	2922743	-	162
tetur01g11980	chromosome_1	2924101	2924410	-	310
tetur01g11990	chromosome_1	2925365	2928883	-	3519
tetur01g92890	chromosome_1	2930067	2931937	-	1871
tetur01g12000	chromosome_1	2931617	2931937	-	321
tetur01g12010	chromosome_1	2932786	2933673	-	888
tetur01g12020	chromosome_1	2933929	2935822	-	1894
tetur01g12030	chromosome_1	2936385	2936968	+	584
tetur01g12040	chromosome_1	2940778	2940955	-	178
tetur01g12050	chromosome_1	2942315	2942710	+	396
tetur01g12060	chromosome_1	2955456	2956119	-	664
tetur01g12070	chromosome_1	2957561	2961351	+	3791
tetur01g12080	chromosome_1	2968894	2969316	+	423
tetur01g91126	chromosome_1	2976877	2978015	-	1139
tetur01g91127	chromosome_1	2978628	2979227	-	600
tetur01g12090	chromosome_1	2979612	2979909	-	298
tetur01g12100	chromosome_1	2980139	2980816	-	678
tetur01g12110	chromosome_1	2987718	2989004	-	1287
tetur01g91130	chromosome_1	2994440	2995006	+	567
tetur01g12120	chromosome_1	2999984	3000498	-	515
tetur01g12130	chromosome_1	3001475	3005562	+	4088
tetur01g12150	chromosome_1	3008598	3009635	-	1038
tetur01g12160	chromosome_1	3010293	3011976	+	1684
tetur01g12170	chromosome_1	3012250	3015183	-	2934
tetur01g12180	chromosome_1	3015649	3017699	+	2051
tetur01g12190	chromosome_1	3017757	3018533	-	777
tetur01g12200	chromosome_1	3020587	3020860	-	274
tetur01g12210	chromosome_1	3020950	3024365	+	3416
tetur01g12220	chromosome_1	3026671	3027758	-	1088
tetur01g12230	chromosome_1	3028566	3029064	+	499
tetur01g91132	chromosome_1	3029797	3030274	+	478
tetur01g12240	chromosome_1	3031120	3032289	+	1170
tetur01g12250	chromosome_1	3032928	3034493	+	1566
tetur01g12260	chromosome_1	3035395	3036756	-	1362
tetur01g12270	chromosome_1	3036961	3037953	-	993
tetur01g12280	chromosome_1	3039525	3042435	-	2911
tetur01g12290	chromosome_1	3042688	3042861	-	174
tetur01g12300	chromosome_1	3043061	3046452	+	3392
tetur01g12310	chromosome_1	3046325	3048443	-	2119
tetur01g12320	chromosome_1	3048609	3049676	+	1068
tetur01g12330	chromosome_1	3050241	3051557	+	1317
tetur01g12340	chromosome_1	3051687	3053805	-	2119
tetur01g12350	chromosome_1	3053971	3055095	+	1125
tetur01g12360	chromosome_1	3055660	3057034	+	1375
tetur01g12370	chromosome_1	3057106	3059812	-	2707
tetur01g12380	chromosome_1	3064402	3065133	-	732
tetur01g12390	chromosome_1	3068298	3071126	+	2829
tetur01g12400	chromosome_1	3072338	3073306	+	969
tetur01g12410	chromosome_1	3076426	3077223	+	798
tetur01g12420	chromosome_1	3078688	3079266	+	579
tetur01g91135	chromosome_1	3088234	3088416	+	183
tetur01g12430	chromosome_1	3091469	3091961	+	493
tetur01g12460	chromosome_1	3096741	3098686	-	1946
tetur01g12480	chromosome_1	3118363	3119133	-	771
tetur01g12490	chromosome_1	3120724	3121284	-	561
tetur01g12500	chromosome_1	3133911	3134062	-	152
tetur01g12510	chromosome_1	3135233	3136896	-	1664
tetur01g91136	chromosome_1	3137538	3146947	-	9410
tetur01g12520	chromosome_1	3142231	3144617	+	2387
tetur01g12530	chromosome_1	3147716	3149921	-	2206
tetur01g12540	chromosome_1	3150087	3151643	-	1557
tetur01g12550	chromosome_1	3151684	3153871	+	2188
tetur01g12560	chromosome_1	3155035	3158453	+	3419
tetur01g91137	chromosome_1	3160536	3160700	+	165
tetur01g12570	chromosome_1	3160821	3161231	+	411
tetur01g12580	chromosome_1	3161460	3162482	-	1023
tetur01g12590	chromosome_1	3164719	3167836	+	3118
tetur01g91138	chromosome_1	3168162	3168404	+	243
tetur01g91139	chromosome_1	3169157	3169895	-	739
tetur01g91140	chromosome_1	3170815	3171481	-	667
tetur01g12600	chromosome_1	3172912	3173085	-	174
tetur01g91141	chromosome_1	3175440	3175832	-	393
tetur01g91142	chromosome_1	3175879	3176087	-	209
tetur01g12610	chromosome_1	3176760	3177660	-	901
tetur01g12620	chromosome_1	3179297	3180334	-	1038
tetur01g12630	chromosome_1	3181095	3181229	+	135
tetur01g12650	chromosome_1	3181264	3200255	-	18992
tetur01g16530	chromosome_1	3189471	3193079	+	3609
tetur01g12660	chromosome_1	3203890	3210246	-	6357
tetur01g12670	chromosome_1	3210795	3212135	+	1341
tetur01g12680	chromosome_1	3212225	3213479	-	1255
tetur01g12690	chromosome_1	3213820	3214801	-	982
tetur01g12700	chromosome_1	3220985	3223381	-	2397
tetur01g12710	chromosome_1	3223494	3226409	+	2916
tetur01g16804	chromosome_1	3225772	3228057	-	2286
tetur01g12720	chromosome_1	3236567	3236758	-	192
tetur01g12760	chromosome_1	3255853	3256008	+	156
tetur01g12770	chromosome_1	3263553	3264287	-	735
tetur01g12780	chromosome_1	3266451	3267637	-	1187
tetur01g12790	chromosome_1	3268600	3270382	+	1783
tetur01g12800	chromosome_1	3271078	3272950	+	1873
tetur01g12810	chromosome_1	3273151	3276333	-	3183
tetur01g12820	chromosome_1	3277543	3278524	+	982
tetur01g12830	chromosome_1	3279917	3280809	-	893
tetur01g12840	chromosome_1	3285611	3286598	-	988
tetur01g12850	chromosome_1	3288342	3288849	+	508
tetur01g12860	chromosome_1	3289674	3291331	+	1658
tetur01g12870	chromosome_1	3292364	3293431	-	1068
tetur01g12880	chromosome_1	3294171	3295832	-	1662
tetur01g12890	chromosome_1	3296301	3299831	-	3531
tetur01g91143	chromosome_1	3300368	3300646	+	279
tetur01g12910	chromosome_1	3301349	3303661	-	2313
tetur01g12920	chromosome_1	3309249	3312444	+	3196
tetur01g12930	chromosome_1	3313477	3313794	-	318
tetur01g12940	chromosome_1	3316325	3318221	-	1897
tetur01g12950	chromosome_1	3319215	3319430	+	216
tetur01g12960	chromosome_1	3319635	3320235	+	601
tetur01g12970	chromosome_1	3320455	3322901	-	2447
tetur01g12980	chromosome_1	3324857	3325134	-	278
tetur01g12990	chromosome_1	3325292	3325412	+	121
tetur01g13000	chromosome_1	3326626	3331163	-	4538
tetur01g13010	chromosome_1	3331557	3331871	-	315
tetur01g13020	chromosome_1	3332378	3333589	-	1212
tetur01g13030	chromosome_1	3335182	3338524	+	3343
tetur01g13040	chromosome_1	3339189	3340879	+	1691
tetur01g13050	chromosome_1	3340996	3342897	-	1902
tetur01g91144	chromosome_1	3343625	3343825	+	201
tetur01g13060	chromosome_1	3344285	3345352	+	1068
tetur01g13070	chromosome_1	3345344	3348085	-	2742
tetur01g13080	chromosome_1	3349282	3350658	+	1377
tetur01g13090	chromosome_1	3351145	3352628	+	1484
tetur01g13100	chromosome_1	3353479	3354826	+	1348
tetur01g13110	chromosome_1	3355509	3356791	+	1283
tetur01g13120	chromosome_1	3357308	3358634	+	1327
tetur01g13130	chromosome_1	3359349	3360609	+	1261
tetur01g13140	chromosome_1	3361359	3361700	-	342
tetur01g16964	chromosome_1	3362105	3362452	+	348
tetur01g13150	chromosome_1	3363476	3364570	+	1095
tetur01g13160	chromosome_1	3365361	3370271	-	4911
tetur01g13170	chromosome_1	3371177	3371489	+	313
tetur01g13180	chromosome_1	3374110	3383560	+	9451
tetur01g13190	chromosome_1	3383980	3386630	-	2651
tetur01g13200	chromosome_1	3390607	3398523	-	7917
tetur01g13210	chromosome_1	3391910	3398523	-	6614
tetur01g13220	chromosome_1	3402396	3416878	-	14483
tetur01g13230	chromosome_1	3416961	3417972	-	1012
tetur01g13240	chromosome_1	3418011	3418325	+	315
tetur01g13250	chromosome_1	3418719	3419585	-	867
tetur01g13260	chromosome_1	3420671	3421269	+	599
tetur01g13270	chromosome_1	3421301	3421838	-	538
tetur01g13280	chromosome_1	3422990	3428787	-	5798
tetur01g13290	chromosome_1	3425654	3425943	-	290
tetur01g13300	chromosome_1	3426939	3427585	+	647
tetur01g13310	chromosome_1	3428297	3428787	-	491
tetur01g91145	chromosome_1	3430164	3430373	-	210
tetur01g13320	chromosome_1	3432610	3433102	-	493
tetur01g13330	chromosome_1	3434460	3436982	-	2523
tetur01g13340	chromosome_1	3435805	3437125	-	1321
tetur01g13350	chromosome_1	3437540	3439225	+	1686
tetur01g13360	chromosome_1	3439414	3440780	+	1367
tetur01g13370	chromosome_1	3441621	3442282	-	662
tetur01g13380	chromosome_1	3442889	3446567	-	3679
tetur01g13390	chromosome_1	3445043	3446567	-	1525
tetur01g13400	chromosome_1	3447441	3449297	-	1857
tetur01g13410	chromosome_1	3450113	3451850	-	1738
tetur01g13420	chromosome_1	3452611	3457902	-	5292
tetur01g13430	chromosome_1	3457471	3457760	+	290
tetur01g13440	chromosome_1	3458366	3472987	-	14622
tetur01g13450	chromosome_1	3473717	3474477	-	761
tetur01g13460	chromosome_1	3475430	3476250	-	821
tetur01g91147	chromosome_1	3477311	3477577	+	267
tetur01g13470	chromosome_1	3478422	3481788	-	3367
tetur01g13480	chromosome_1	3481952	3482912	-	961
tetur01g13490	chromosome_1	3483114	3487051	+	3938
tetur01g13500	chromosome_1	3487302	3488246	-	945
tetur01g13530	chromosome_1	3493102	3501841	+	8740
tetur01g13540	chromosome_1	3502891	3508077	-	5187
tetur01g13550	chromosome_1	3508690	3509656	+	967
tetur01g13560	chromosome_1	3510665	3512010	-	1346
tetur01g13570	chromosome_1	3512776	3518450	-	5675
tetur01g13580	chromosome_1	3520738	3522895	-	2158
tetur01g13590	chromosome_1	3524196	3526742	+	2547
tetur01g13600	chromosome_1	3527524	3529677	-	2154
tetur01g13610	chromosome_1	3530329	3532394	+	2066
tetur01g13620	chromosome_1	3532552	3532949	-	398
tetur01g13630	chromosome_1	3534695	3535153	+	459
tetur01g13640	chromosome_1	3536122	3537811	-	1690
tetur01g13650	chromosome_1	3539609	3541596	-	1988
tetur01g13670	chromosome_1	3542925	3546363	-	3439
tetur01g13680	chromosome_1	3549370	3554362	+	4993
tetur01g13690	chromosome_1	3555562	3557296	-	1735
tetur01g13700	chromosome_1	3560994	3563528	-	2535
tetur01g16531	chromosome_1	3562508	3563017	+	510
tetur01g91149	chromosome_1	3565701	3565949	-	249
tetur01g13710	chromosome_1	3567053	3569798	-	2746
tetur01g13720	chromosome_1	3570055	3573526	+	3472
tetur01g13730	chromosome_1	3573658	3577048	-	3391
tetur01g13740	chromosome_1	3578917	3585928	+	7012
tetur01g13750	chromosome_1	3592649	3594699	-	2051
tetur01g92850	chromosome_1	3595865	3596817	-	953
tetur01g13760	chromosome_1	3598140	3599330	-	1191
tetur01g13780	chromosome_1	3600999	3601756	+	758
tetur01g13800	chromosome_1	3602796	3604314	-	1519
tetur01g13810	chromosome_1	3604785	3608336	+	3552
tetur01g13820	chromosome_1	3609098	3613954	+	4857
tetur01g13830	chromosome_1	3617417	3618627	+	1211
tetur01g13840	chromosome_1	3625345	3628122	+	2778
tetur01g13850	chromosome_1	3635392	3636165	+	774
tetur01g13860	chromosome_1	3637434	3638610	+	1177
tetur01g91152	chromosome_1	3639202	3639360	-	159
tetur01g13870	chromosome_1	3639731	3639955	-	225
tetur01g13880	chromosome_1	3640250	3640441	+	192
tetur01g13890	chromosome_1	3640469	3641638	+	1170
tetur01g13900	chromosome_1	3641831	3643640	-	1810
tetur01g13920	chromosome_1	3648746	3649414	+	669
tetur01g13930	chromosome_1	3651533	3654790	-	3258
tetur01g13940	chromosome_1	3656730	3659804	-	3075
tetur01g13950	chromosome_1	3661451	3665894	+	4444
tetur01g13990	chromosome_1	3684373	3702485	-	18113
tetur01g14000	chromosome_1	3703404	3705780	-	2377
tetur01g14010	chromosome_1	3706334	3708637	-	2304
tetur01g14020	chromosome_1	3713346	3735048	+	21703
tetur01g91318	chromosome_1	3719416	3719649	-	234
tetur01g16532	chromosome_1	3727632	3728515	-	884
tetur01g14030	chromosome_1	3769744	3771411	-	1668
tetur01g91154	chromosome_1	3771595	3772156	-	562
tetur01g14040	chromosome_1	3772340	3773917	-	1578
tetur01g14050	chromosome_1	3775128	3775401	-	274
tetur01g91155	chromosome_1	3775743	3775973	-	231
tetur01g14060	chromosome_1	3776741	3780288	+	3548
tetur01g14070	chromosome_1	3780783	3783768	-	2986
tetur01g14080	chromosome_1	3784221	3796983	+	12763
tetur01g14090	chromosome_1	3802248	3837263	-	35016
tetur01g14100	chromosome_1	3805607	3806097	+	491
tetur01g14110	chromosome_1	3809273	3809412	+	140
tetur01g14130	chromosome_1	3812969	3814081	+	1113
tetur01g14140	chromosome_1	3814851	3815012	+	162
tetur01g14160	chromosome_1	3840826	3841044	+	219
tetur01g14170	chromosome_1	3843773	3845593	-	1821
tetur01g14180	chromosome_1	3857780	3859479	-	1700
tetur01g14190	chromosome_1	3860697	3863012	+	2316
tetur01g14200	chromosome_1	3863105	3863440	-	336
tetur01g14210	chromosome_1	3864908	3872952	+	8045
tetur01g14220	chromosome_1	3873110	3875810	-	2701
tetur01g14240	chromosome_1	3875766	3911950	+	36185
tetur01g14250	chromosome_1	3920171	3921300	+	1130
tetur01g14260	chromosome_1	3920171	3923046	-	2876
tetur01g14270	chromosome_1	3923086	3924976	+	1891
tetur01g14280	chromosome_1	3925475	3945890	+	20416
tetur01g14290	chromosome_1	3947871	3949923	+	2053
tetur01g14300	chromosome_1	3950088	3950803	-	716
tetur01g14310	chromosome_1	3951705	3953243	-	1539
tetur01g14320	chromosome_1	3953497	3955813	+	2317
tetur01g14330	chromosome_1	3956643	3958225	-	1583
tetur01g91158	chromosome_1	3958566	3959015	+	450
tetur01g14340	chromosome_1	3959502	3961671	+	2170
tetur01g14350	chromosome_1	3962115	3963433	-	1319
tetur01g14360	chromosome_1	3963476	3964905	+	1430
tetur01g14370	chromosome_1	3965367	3967005	+	1639
